COGNOME;COMUNE;descrizione_carica
PRETTO;BARBARANO MOSSANO;Sindaco
FRACASSO;BARBARANO MOSSANO;Vicesindaco
MARAN;BARBARANO MOSSANO;Assessore
NARDON;BARBARANO MOSSANO;Assessore
ORSO;BARBARANO MOSSANO;Assessore
PAVAN;BASSANO DEL GRAPPA;Sindaco
CABION;BASSANO DEL GRAPPA;Assessore
MAZZOCCO;BASSANO DEL GRAPPA;Assessore
SCOTTON;BASSANO DEL GRAPPA;Assessore
VIDALE;BASSANO DEL GRAPPA;Assessore
VIERO;BASSANO DEL GRAPPA;Assessore
ZANATA;BASSANO DEL GRAPPA;Assessore
ZONTA;BASSANO DEL GRAPPA;Assessore
GALVAN;BOLZANO VICENTINO;Sindaco
CALGARO;BOLZANO VICENTINO;Vicesindaco
DAL;BOLZANO VICENTINO;Assessore
FRIGO;BOLZANO VICENTINO;Assessore
PETTINA';BOLZANO VICENTINO;Assessore
CAMPANA;BREGANZE;Sindaco
BIAN;BREGANZE;Assessore
PONCATO;BREGANZE;Assessore
BELTRAME;BRENDOLA;Sindaco
DAL;BRENDOLA;Assessore
FABRIS;BRENDOLA;Assessore
RODIGHIERO;BRENDOLA;Assessore
STENCO;BRENDOLA;Assessore
FRANZE';BRESSANVIDO;Sindaco
LIECIANI;BRESSANVIDO;Vicesindaco
SCUCCATO;BRESSANVIDO;Assessore
ZOPPI;BRESSANVIDO;Assessore
TOVO;BROGLIANO;Sindaco
MONTAGNA;BROGLIANO;Assessore
PLECHERO;BROGLIANO;Assessore
STORTI;BROGLIANO;Assessore
TOVO;BROGLIANO;Assessore
FERRONATO;CALDOGNO;Sindaco
FRIGO;CALDOGNO;Vicesindaco
FRANCO;CALDOGNO;Assessore
MEDA;CALDOGNO;Assessore
PESAVENTO;CALDOGNO;Assessore
TONIELLO;CALDOGNO;Assessore
SANDONA';CALTRANO;Sindaco
BONAGURO;CALTRANO;Assessore
DALLA;CALTRANO;Assessore
PASIN;CALVENE;Sindaco
BRAZZALE;CALVENE;Assessore
RIGONI;CALVENE;Assessore
MARANGON;CAMISANO VICENTINO;Sindaco
BORGO;CAMISANO VICENTINO;Assessore
FINCO;CAMISANO VICENTINO;Assessore
MAISTRELLO;CAMISANO VICENTINO;Assessore
PIERANTONI;CAMISANO VICENTINO;Assessore
ZULIAN;CAMPIGLIA DEI BERICI;Sindaco
CARPANESE;CAMPIGLIA DEI BERICI;Assessore
TOSETTO;CAMPIGLIA DEI BERICI;Assessore
MACULAN;CARRE';Sindaco
BRUNELLO;CARRE';Assessore
MARINI;CARRE';Assessore
MARINI;CARRE';Assessore
RIZZATO;CARRE';Assessore
RACCHELLA;CARTIGLIANO;Sindaco
ANDRIOLO;CARTIGLIANO;Assessore
BORSATO;CARTIGLIANO;Assessore
BRESOLIN;CARTIGLIANO;Assessore
SCALCO;CARTIGLIANO;Assessore
MAROSO;CASSOLA;Sindaco
BERTONCELLO;CASSOLA;Assessore
GIACOBBO;CASSOLA;Assessore
ORLANDO;CASSOLA;Assessore
SIMONETTO;CASSOLA;Assessore
STANGHERLIN;CASSOLA;Assessore
MONTAN;CASTEGNERO;Sindaco
FINELLO;CASTEGNERO;Vicesindaco
SCARZELLO;CASTEGNERO;Assessore
DORANTANI;CASTELGOMBERTO;Sindaco
DANESE;CASTELGOMBERTO;Assessore
FANNI;CASTELGOMBERTO;Assessore
SERAFINI;CASTELGOMBERTO;Assessore
SPEROTTO;CASTELGOMBERTO;Assessore
MACILOTTI;CHIAMPO;Sindaco
NEGRO;CHIAMPO;Vicesindaco
BERTOLI;CHIAMPO;Assessore
MASIERO;CHIAMPO;Assessore
METTIFOGO;CHIAMPO;Assessore
PANOZZO;CHIUPPANO;Sindaco
DAL;CHIUPPANO;Assessore
GIOPPO;CHIUPPANO;Assessore
CAPOVILLA;COGOLLO DEL CENGIO;Sindaco
POZZER;COGOLLO DEL CENGIO;Vicesindaco
OSSATO;COGOLLO DEL CENGIO;Assessore
ZORZI;COGOLLO DEL CENGIO;Assessore
COSTA;COLCERESA;Sindaco
SELLARO;COLCERESA;Vicesindaco
BERTINAZZI;COLCERESA;Assessore
LUNARDON;COLCERESA;Assessore
QUARESIMA;COLCERESA;Assessore
LANARO;CORNEDO VICENTINO;Sindaco
AMBROSINI;CORNEDO VICENTINO;Assessore
FRIGO;CORNEDO VICENTINO;Assessore
NERVO;CORNEDO VICENTINO;Assessore
PELOSO;CORNEDO VICENTINO;Assessore
ROSSI;CORNEDO VICENTINO;Assessore
FORTE;COSTABISSARA;Sindaco
FRANCO;COSTABISSARA;Vicesindaco
BONATO;COSTABISSARA;Assessore
FANTON;COSTABISSARA;Assessore
LANARO;COSTABISSARA;Assessore
MARESCA;CREAZZO;Sindaco
CELEGATO;CREAZZO;Assessore
DIDONI;CREAZZO;Assessore
GIACOMIN;CREAZZO;Assessore
MARASCHIN;CREAZZO;Assessore
SERRAINO;CREAZZO;Assessore
FERRARI;CRESPADORO;Sindaco
CONSOLARO;CRESPADORO;Vicesindaco
MECENERO;CRESPADORO;Assessore
ARMILETTI;DUEVILLE;Sindaco
LIONZO;DUEVILLE;Vicesindaco
BARAUSSE;DUEVILLE;Assessore
PIANEZZOLA;DUEVILLE;Assessore
ZOCCHE;DUEVILLE;Assessore
ZORZO;DUEVILLE;Assessore
BOSCARDIN;ENEGO;Sindaco
GABRIELI;ENEGO;Assessore
SIMI;ENEGO;Assessore
SPEROTTO;FARA VICENTINO;Sindaco
CANAGLIA;FARA VICENTINO;Vicesindaco
SAUGO;FARA VICENTINO;Assessore
SPEROTTO;FARA VICENTINO;Assessore
ZANETTI;FARA VICENTINO;Assessore
ORO;FOZA;Sindaco
ALBERTI;FOZA;Assessore
GHELLER;FOZA;Assessore
MUNARI;GALLIO;Sindaco
MOSELE;GALLIO;Vicesindaco
ROSSI;GALLIO;Assessore
POLI;GAMBELLARA;Sindaco
MARCHETTO;GAMBELLARA;Vicesindaco
ORTOLAN;GAMBELLARA;Assessore
SORDATO;GAMBELLARA;Assessore
FORLIN;GAMBUGLIANO;Sindaco
CORATO;GAMBUGLIANO;Assessore
OLIVIERO;GAMBUGLIANO;Assessore
LAIN;GRISIGNANO DI ZOCCO;Sindaco
BACCARIN;GRISIGNANO DI ZOCCO;Assessore
ROSANO;GRISIGNANO DI ZOCCO;Assessore
SUDIRO;GRISIGNANO DI ZOCCO;Assessore
ZEBELE;GRISIGNANO DI ZOCCO;Assessore
TURETTA;GRUMOLO DELLE ABBADESSE;Sindaco
BORTOLASO;GRUMOLO DELLE ABBADESSE;Vicesindaco
FRANCESCHETTO;GRUMOLO DELLE ABBADESSE;Assessore
LONGHIN;GRUMOLO DELLE ABBADESSE;Assessore
ZORDAN;GRUMOLO DELLE ABBADESSE;Assessore
GONZO;ISOLA VICENTINA;Sindaco
CAZZOLA;ISOLA VICENTINA;Vicesindaco
BERTOLDO;ISOLA VICENTINA;Assessore
CASTAGNA;ISOLA VICENTINA;Assessore
LAGO;ISOLA VICENTINA;Assessore
LORENZATO;LAGHI;Sindaco
DAL;LAGHI;Assessore
SELLA;LAGHI;Assessore
LEONI;LASTEBASSE;Sindaco
GAIDELLA;LASTEBASSE;Assessore
PICCININI;LASTEBASSE;Assessore
ZENNARO;LONGARE;Sindaco
OZZI;LONGARE;Assessore
GIACOMELLO;LONIGO;Sindaco
RANDON;LONIGO;Vicesindaco
BELLIENI;LONIGO;Assessore
CASTIELLO;LONIGO;Assessore
DE;LONIGO;Assessore
FIPALDINI;LONIGO;Assessore
DALLA;LUGO DI VICENZA;Sindaco
CAROLLO;LUGO DI VICENZA;Assessore
DAL;LUGO DI VICENZA;Assessore
RABITO;LUGO DI VICENZA;Assessore
RANZOLIN;LUGO DI VICENZA;Assessore
CORRADIN;LUSIANA CONCO;Sindaco
VIDALE;LUSIANA CONCO;Vicesindaco
GIRARDI;LUSIANA CONCO;Assessore
PASSUELLO;LUSIANA CONCO;Assessore
VILLANOVA;LUSIANA CONCO;Assessore
MARSETTI;MALO;Sindaco
GOLO;MALO;Vicesindaco
BERLATO;MALO;Assessore
PIAZZA;MALO;Assessore
POGGETTA;MALO;Assessore
SPILLARE;MALO;Assessore
GUZZONATO;MARANO VICENTINO;Sindaco
CAVEDON;MARANO VICENTINO;Assessore
DE;MARANO VICENTINO;Assessore
FABRIS;MARANO VICENTINO;Assessore
PERON;MARANO VICENTINO;Assessore
MOZZO;MAROSTICA;Sindaco
SCOMAZZON;MAROSTICA;Vicesindaco
BERTOLIN;MAROSTICA;Assessore
BIANCHIN;MAROSTICA;Assessore
MAGNABOSCO;MONTEBELLO VICENTINO;Sindaco
CRACCO;MONTEBELLO VICENTINO;Assessore
GENTILIN;MONTEBELLO VICENTINO;Assessore
PELLIZZARO;MONTEBELLO VICENTINO;Assessore
VALENTE;MONTEBELLO VICENTINO;Assessore
TRAPULA;MONTECCHIO MAGGIORE;Sindaco
MEGGIOLARO;MONTECCHIO MAGGIORE;Vicesindaco
COLALTO;MONTECCHIO MAGGIORE;Assessore
CROCCO;MONTECCHIO MAGGIORE;Assessore
MAZZOCCO;MONTECCHIO MAGGIORE;Assessore
STOCCHERO;MONTECCHIO MAGGIORE;Assessore
PARISOTTO;MONTECCHIO PRECALCINO;Sindaco
BENINCA';MONTECCHIO PRECALCINO;Assessore
GASPAROTTO;MONTECCHIO PRECALCINO;Assessore
MATTAROLO;MONTECCHIO PRECALCINO;Assessore
TAGLIAPIETRA;MONTECCHIO PRECALCINO;Assessore
SQUARZON;MONTE DI MALO;Sindaco
MILANI;MONTE DI MALO;Assessore
ZATTRA;MONTE DI MALO;Assessore
NARDIN;MONTEGALDA;Sindaco
BOVO;MONTEGALDA;Assessore
RIZZO;MONTEGALDA;Assessore
TONELLO;MONTEGALDA;Assessore
TONELLO;MONTEGALDA;Assessore
PICCOLI;MONTEGALDELLA;Sindaco
PERILONGO;MONTEGALDELLA;Vicesindaco
GIRARDI;MONTEGALDELLA;Assessore
CEGALIN;MONTEVIALE;Sindaco
ALEARDI;MONTEVIALE;Vicesindaco
BERNARDOTTO;MONTEVIALE;Assessore
CERON;MONTICELLO CONTE OTTO;Sindaco
BENINCA';MONTICELLO CONTE OTTO;Assessore
MICHELAZZO;MONTICELLO CONTE OTTO;Assessore
ZANINI;MONTICELLO CONTE OTTO;Assessore
ZOPPELLETTO;MONTICELLO CONTE OTTO;Assessore
ZAFFARI;MONTORSO VICENTINO;Sindaco
ZORDAN;MONTORSO VICENTINO;Vicesindaco
DAL;MONTORSO VICENTINO;Assessore
RONCOLATO;MONTORSO VICENTINO;Assessore
TONELLO;MONTORSO VICENTINO;Assessore
MONTAGNER;MUSSOLENTE;Sindaco
FIETTA;MUSSOLENTE;Vicesindaco
BONTORIN;MUSSOLENTE;Assessore
FERRONATO;MUSSOLENTE;Assessore
FERRONATO;MUSSOLENTE;Assessore
VECCHIATTI;NANTO;Sindaco
TOAZZA;NANTO;Vicesindaco
BONATO;NANTO;Assessore
CAROLLO;NANTO;Assessore
RIGONI;NANTO;Assessore
BAUCE;NOGAROLE VICENTINO;Sindaco
CORATO;NOGAROLE VICENTINO;Assessore
NARDI;NOGAROLE VICENTINO;Assessore
VERONESE;NOVENTA VICENTINA;Sindaco
BOROTTO;NOVENTA VICENTINA;Assessore
CANDEO;NOVENTA VICENTINA;Assessore
PELLEGRIN;NOVENTA VICENTINA;Assessore
RUFFIN;NOVENTA VICENTINA;Assessore
DOTTO;ORGIANO;Sindaco
MARIN;ORGIANO;Assessore
ONGARO;ORGIANO;Assessore
ORLANDO;ORGIANO;Assessore
PISTORE;ORGIANO;Assessore
CAROTTA;PEDEMONTE;Sindaco
CAROTTA;PEDEMONTE;Assessore
CAROTTA;PEDEMONTE;Assessore
VENDRAMIN;PIANEZZE;Sindaco
FRISON;PIANEZZE;Assessore
GUADAGNINI;PIANEZZE;Assessore
MASERO;PIOVENE ROCCHETTE;Sindaco
DE;PIOVENE ROCCHETTE;Vicesindaco
PEROTTO;PIOVENE ROCCHETTE;Assessore
TOMIELLO;PIOVENE ROCCHETTE;Assessore
FORTUNA;POJANA MAGGIORE;Sindaco
CONTE;POJANA MAGGIORE;Assessore
CRESTALE;POJANA MAGGIORE;Assessore
FORTUNA;POJANA MAGGIORE;Assessore
POZZA;POJANA MAGGIORE;Assessore
CERVO;POSINA;Sindaco
CECCHELLERO;POSINA;Assessore
ZAMBON;POSINA;Assessore
DALMONTE;POVE DEL GRAPPA;Sindaco
BERTONCELLO;POVE DEL GRAPPA;Assessore
FIORESE;POVE DEL GRAPPA;Assessore
MOCELLIN;POVE DEL GRAPPA;Assessore
ZONTA;POVE DEL GRAPPA;Assessore
TOMASETTO;POZZOLEONE;Sindaco
ANDREATTA;POZZOLEONE;Assessore
ZURLO;POZZOLEONE;Assessore
SEGATO;QUINTO VICENTINO;Sindaco
SETTE;QUINTO VICENTINO;Vicesindaco
GELOSI;QUINTO VICENTINO;Assessore
PERUZZO;QUINTO VICENTINO;Assessore
RIGOTTO;QUINTO VICENTINO;Assessore
CUNEGATO;RECOARO TERME;Sindaco
STORTI;RECOARO TERME;Vicesindaco
ANTONIAZZI;RECOARO TERME;Assessore
SBALCHIERO;RECOARO TERME;Assessore
MAGNABOSCO;ROANA;Sindaco
AZZOLINI;ROANA;Assessore
CORA';ROANA;Assessore
MOSELE;ROANA;Assessore
TESSARI;ROANA;Assessore
BONTORIN;ROMANO D'EZZELINO;Sindaco
CASAGRANDE;ROMANO D'EZZELINO;Vicesindaco
MENEGHETTI;ROMANO D'EZZELINO;Assessore
RONZANI;ROMANO D'EZZELINO;Assessore
SERAGLIO;ROMANO D'EZZELINO;Assessore
MEZZALIRA;ROSA';Sindaco
BIZZOTTO;ROSA';Assessore
BIZZOTTO;ROSA';Assessore
BORDIGNON;ROSA';Assessore
POGGIANA;ROSA';Assessore
MARTINI;ROSSANO VENETO;Sindaco
BATTAGLIN;ROSSANO VENETO;Assessore
BERTON;ROSSANO VENETO;Assessore
LANDO;ROSSANO VENETO;Assessore
ZONTA;ROSSANO VENETO;Assessore
SPAGNOLO;ROTZO;Sindaco
SARTORI;ROTZO;Assessore
ZANCANARO;ROTZO;Assessore
GASPARINI;SALCEDO;Sindaco
CARLI;SALCEDO;Assessore
RIGON;SANDRIGO;Sindaco
CUMAN;SANDRIGO;Assessore
POZZATO;SANDRIGO;Assessore
RIGONI;SANDRIGO;Assessore
TASSO;SAN PIETRO MUSSOLINO;Sindaco
BACCO;SAN PIETRO MUSSOLINO;Assessore
RANCAN;SAN PIETRO MUSSOLINO;Assessore
BALZI;SANTORSO;Sindaco
PIAZZA;SANTORSO;Assessore
ZALTRON;SANTORSO;Assessore
POSCOLIERO;SAN VITO DI LEGUZZANO;Sindaco
ANZOLIN;SAN VITO DI LEGUZZANO;Assessore
CALGARO;SAN VITO DI LEGUZZANO;Assessore
LUCCHINI;SAN VITO DI LEGUZZANO;Assessore
SACCARDO;SAN VITO DI LEGUZZANO;Assessore
CORTESE;SARCEDO;Sindaco
DE;SARCEDO;Vicesindaco
CAMPESE;SARCEDO;Assessore
MOLO;SARCEDO;Assessore
SANTORSO;SARCEDO;Assessore
GIACOMELLO;SAREGO;Sindaco
PRETTO;SAREGO;Vicesindaco
BEDIN;SAREGO;Assessore
MALESAN;SAREGO;Assessore
NEGRO;SAREGO;Assessore
DELLAI;SCHIAVON;Sindaco
MIOTTI;SCHIAVON;Vicesindaco
RIZZATO;SCHIAVON;Assessore
ORSI;SCHIO;Sindaco
MARIGO;SCHIO;Vicesindaco
CORZATO;SCHIO;Assessore
DONA';SCHIO;Assessore
MACULAN;SCHIO;Assessore
MUNARINI;SCHIO;Assessore
ROSSI;SCHIO;Assessore
TRAMBAIOLO;SCHIO;Assessore
BERTONCELLO;SOLAGNA;Sindaco
NERVO;SOLAGNA;Assessore
GRANDIS;SOSSANO;Sindaco
ZOCCARATO;SOSSANO;Vicesindaco
NICOLINI;SOSSANO;Assessore
VOLPIANA;SOSSANO;Assessore
GARBIN;SOVIZZO;Sindaco
CENTOFANTE;SOVIZZO;Vicesindaco
GHIOTTO;SOVIZZO;Assessore
MIOLA;SOVIZZO;Assessore
PASTORELLO;SOVIZZO;Assessore
PELLANDA;TEZZE SUL BRENTA;Sindaco
LAGO;TEZZE SUL BRENTA;Assessore
MARCHIORELLO;TEZZE SUL BRENTA;Assessore
SAVIO;TEZZE SUL BRENTA;Assessore
TESSAROLLO;TEZZE SUL BRENTA;Assessore
TOSO;TEZZE SUL BRENTA;Assessore
MICHELUSI;THIENE;Sindaco
MAINO;THIENE;Assessore
SARTORE;THIENE;Assessore
SAVIO;THIENE;Assessore
ZAMPESE;THIENE;Assessore
ZAVAGNIN;THIENE;Assessore
BERTAGNOLI;TONEZZA DEL CIMONE;Sindaco
FONTANA;TONEZZA DEL CIMONE;Vicesindaco
FONTANA;TONEZZA DEL CIMONE;Assessore
BOSCOSCURO;TORREBELVICINO;Sindaco
SCAPIN;TORREBELVICINO;Vicesindaco
BOSCOSCURO;TORREBELVICINO;Assessore
COMPARIN;TORREBELVICINO;Assessore
DALLE;TORREBELVICINO;Assessore
MARCHIORO;TORRI DI QUARTESOLO;Sindaco
SCHIAVO;TORRI DI QUARTESOLO;Vicesindaco
CIGNACCO;TORRI DI QUARTESOLO;Assessore
PASINATO;TORRI DI QUARTESOLO;Assessore
TESCARI;TORRI DI QUARTESOLO;Assessore
ZAUSA;TORRI DI QUARTESOLO;Assessore
FACCIO;TRISSINO;Sindaco
DONA';TRISSINO;Assessore
RAMINA;TRISSINO;Assessore
FIPPONI;VAL LIONA;Sindaco
BALDAN;VAL LIONA;Assessore
BOMITALI;VAL LIONA;Assessore
POL;VAL LIONA;Assessore
PRETO;VAL LIONA;Assessore
FERAZZOLI;VALBRENTA;Sindaco
ILLESI;VALBRENTA;Vicesindaco
CAVALLI;VALBRENTA;Assessore
LAZZAROTTO;VALBRENTA;Assessore
ACERBI;VALDAGNO;Sindaco
TESSARO;VALDAGNO;Vicesindaco
COCCO;VALDAGNO;Assessore
DE;VALDAGNO;Assessore
GRANELLO;VALDAGNO;Assessore
PERUFFO;VALDAGNO;Assessore
SARTORI;VALDASTICO;Sindaco
SELLA;VALDASTICO;Vicesindaco
LORENZINI;VALDASTICO;Assessore
BETTANIN;VALLI DEL PASUBIO;Sindaco
DALLA;VALLI DEL PASUBIO;Assessore
POZZER;VALLI DEL PASUBIO;Assessore
POZZER;VALLI DEL PASUBIO;Assessore
SBABO;VALLI DEL PASUBIO;Assessore
ROSSI;VELO D'ASTICO;Sindaco
CAMPANARO;VELO D'ASTICO;Assessore
CERI;VELO D'ASTICO;Assessore
RUCCO;VICENZA;Sindaco
CELEBRON;VICENZA;Vicesindaco
ALBIERO;VICENZA;Assessore
GIOVINE;VICENZA;Assessore
IERARDI;VICENZA;Assessore
PORELLI;VICENZA;Assessore
SIOTTO;VICENZA;Assessore
TOLIO;VICENZA;Assessore
ZOCCA;VICENZA;Assessore
GONZATO;VILLAGA;Sindaco
VISENTIN;VILLAGA;Vicesindaco
AGERDE;VILLAGA;Assessore
DE;VILLAVERLA;Sindaco
BOSCATO;VILLAVERLA;Vicesindaco
GONZO;VILLAVERLA;Assessore
SCHIZZAROTTO;VILLAVERLA;Assessore
SPINELLA;VILLAVERLA;Assessore
BERTI;ZANE';Sindaco
CAROLLO;ZANE';Assessore
POZZER;ZANE';Assessore
VEZZARO;ZANE';Assessore
ZAVAGNIN;ZANE';Assessore
ALBIERO;ZERMEGHEDO;Sindaco
CRACCO;ZERMEGHEDO;Assessore
MARINI;ZERMEGHEDO;Assessore
MARCHESINI;ZOVENCEDO;Sindaco
TOGNETTO;ZOVENCEDO;Vicesindaco
GASPARI;ZOVENCEDO;Assessore
MACULAN;ZUGLIANO;Sindaco
FARRESIN;ZUGLIANO;Vicesindaco
BRAZZALE;ZUGLIANO;Assessore
DALLE;ZUGLIANO;Assessore
SARTORI;ZUGLIANO;Assessore
SERGON;CAPRIVA DEL FRIULI;Sindaco
CUZZIT;CAPRIVA DEL FRIULI;Assessore
FANTIN;CAPRIVA DEL FRIULI;Assessore
FELCARO;CORMONS;Sindaco
RUSSIANI;CORMONS;Vicesindaco
BORTOLOTTI;CORMONS;Assessore
DRIUS;CORMONS;Assessore
FALATO;CORMONS;Assessore
FAZI;CORMONS;Assessore
VIZINTIN;DOBERDO' DEL LAGO;Sindaco
JARC;DOBERDO' DEL LAGO;Vicesindaco
FERFOLJA;DOBERDO' DEL LAGO;Assessore
COMIS;DOLEGNA DEL COLLIO;Sindaco
MONETTI;DOLEGNA DEL COLLIO;Vicesindaco
MASCARIN;DOLEGNA DEL COLLIO;Assessore
SANT;DOLEGNA DEL COLLIO;Assessore
TURCHETTO;FARRA D'ISONZO;Sindaco
PISANO;FOGLIANO REDIPUGLIA;Sindaco
BENELLA;FOGLIANO REDIPUGLIA;Assessore
DEL;FOGLIANO REDIPUGLIA;Assessore
DREOSSI;FOGLIANO REDIPUGLIA;Assessore
TOSORATTI;FOGLIANO REDIPUGLIA;Assessore
ZIBERNA;GORIZIA;Sindaco
BELLAN;GORIZIA;Assessore
BELTRAME;GORIZIA;Assessore
CAGLIARI;GORIZIA;Assessore
DEL;GORIZIA;Assessore
FILISETTI;GORIZIA;Assessore
GATTA;GORIZIA;Assessore
LAZZERI;GORIZIA;Assessore
NEGRO;GORIZIA;Assessore
ORETI;GORIZIA;Assessore
ROMANO;GORIZIA;Assessore
TOMASINSIG;GRADISCA D'ISONZO;Sindaco
BOSCAROL;GRADISCA D'ISONZO;Vicesindaco
BIANCHIN;GRADISCA D'ISONZO;Assessore
CAPACCHIONE;GRADISCA D'ISONZO;Assessore
COLOMBI;GRADISCA D'ISONZO;Assessore
PAGOTTO;GRADISCA D'ISONZO;Assessore
KOVATSCH;GRADO;Sindaco
BONALDO;GRADO;Assessore
BORSATTI;GRADO;Assessore
DANESE;GRADO;Assessore
MONFERA';GRADO;Assessore
SARTORI;MARIANO DEL FRIULI;Sindaco
BREGANT;MARIANO DEL FRIULI;Vicesindaco
VISINTIN;MARIANO DEL FRIULI;Assessore
GODEAS;MEDEA;Sindaco
BERLASSO;MEDEA;Vicesindaco
CANTARUTTI;MEDEA;Assessore
CISINT;MONFALCONE;Sindaco
GARRITANI;MONFALCONE;Vicesindaco
BANELLO;MONFALCONE;Assessore
CAUCI;MONFALCONE;Assessore
FASAN;MONFALCONE;Assessore
GARIMBERTI;MONFALCONE;Assessore
MAIORETTO;MONFALCONE;Assessore
VENNI;MONFALCONE;Assessore
VITA;MONFALCONE;Assessore
DONDA;MORARO;Sindaco
BATTISTIN;MORARO;Vicesindaco
BUCCIOL;MORARO;Assessore
RUSSIAN;MOSSA;Sindaco
BULLITTA;MOSSA;Vicesindaco
CUCIT;MOSSA;Assessore
FERESIN;MOSSA;Assessore
MEDEOT;MOSSA;Assessore
CALLIGARIS;ROMANS D'ISONZO;Sindaco
GARGALONI;ROMANS D'ISONZO;Vicesindaco
BELLANCA;ROMANS D'ISONZO;Assessore
BOSCH;ROMANS D'ISONZO;Assessore
TORTOLO;ROMANS D'ISONZO;Assessore
VERZEGNASSI;ROMANS D'ISONZO;Assessore
BENVENUTO;RONCHI DEI LEGIONARI;Sindaco
BASSI;RONCHI DEI LEGIONARI;Assessore
CARTA;RONCHI DEI LEGIONARI;Assessore
MARTINELLI;RONCHI DEI LEGIONARI;Assessore
PAPAIS;RONCHI DEI LEGIONARI;Assessore
SANDRIGO;RONCHI DEI LEGIONARI;Assessore
VITTORI;SAGRADO;Sindaco
AGLIALORO;SAGRADO;Assessore
NOVACCHI;SAGRADO;Assessore
VISINTIN;SAGRADO;Assessore
VISINTIN;SAGRADO;Assessore
FRATTA;SAN CANZIAN D'ISONZO;Sindaco
PADOVAN;SAN FLORIANO DEL COLLIO;Sindaco
DRUFOVKA;SAN FLORIANO DEL COLLIO;Vicesindaco
VALENTINCIC;SAN FLORIANO DEL COLLIO;Assessore
CLOCCHIATTI;SAN LORENZO ISONTINO;Sindaco
PECORARI;SAN LORENZO ISONTINO;Vicesindaco
VENTUROLI;SAN LORENZO ISONTINO;Assessore
BIGNOLIN;SAN PIER D'ISONZO;Sindaco
FAPPANI;SAN PIER D'ISONZO;Assessore
MOHORAC;SAN PIER D'ISONZO;Assessore
TEMPESTA;SAN PIER D'ISONZO;Assessore
PISK;SAVOGNA D'ISONZO;Sindaco
BUTKOVIC;SAVOGNA D'ISONZO;Assessore
FIGELJ;SAVOGNA D'ISONZO;Assessore
FLORENIN;SAVOGNA D'ISONZO;Assessore
PETEJAN;SAVOGNA D'ISONZO;Assessore
MARCHESAN;STARANZANO;Sindaco
PIZZOLATO;STARANZANO;Vicesindaco
FRANCOVIG;STARANZANO;Assessore
ROSSI;STARANZANO;Assessore
BULLIAN;TURRIACO;Sindaco
DE;TURRIACO;Vicesindaco
MERLO;TURRIACO;Assessore
ULCIGRAI;TURRIACO;Assessore
VIOLA;VILLESSE;Sindaco
WEFFORT;VILLESSE;Vicesindaco
MONTANARI;VILLESSE;Assessore
TOLLOI;VILLESSE;Assessore
VALENTI;VILLESSE;Assessore
FESTA;AIELLO DEL FRIULI;Sindaco
GIAIOT;AIELLO DEL FRIULI;Assessore
MUCCHIUT;AIELLO DEL FRIULI;Assessore
ZANELLA;AMARO;Sindaco
MAINARDIS;AMARO;Vicesindaco
DRI;AMARO;Assessore
BENEDETTI;AMPEZZO;Sindaco
DE;AMPEZZO;Vicesindaco
BENEDETTI;AMPEZZO;Assessore
PETRIS;AMPEZZO;Assessore
ZORINO;AQUILEIA;Sindaco
VAZZOLER;AQUILEIA;Vicesindaco
DE;AQUILEIA;Assessore
DE;AQUILEIA;Assessore
PIORAR;AQUILEIA;Assessore
TARLAO;AQUILEIA;Assessore
FACCIN;ARTA TERME;Sindaco
COZZI;ARTA TERME;Assessore
DI;ARTA TERME;Assessore
SANDRI;ARTA TERME;Assessore
SANNA;ARTA TERME;Assessore
MARANGONI;ARTEGNA;Sindaco
ARTICO;ARTEGNA;Assessore
GOMBOSO;ARTEGNA;Assessore
MITRI;ARTEGNA;Assessore
TONELLO;ARTEGNA;Assessore
ROCCO;ATTIMIS;Sindaco
D'AGOSTINO;ATTIMIS;Assessore
FERRARI;ATTIMIS;Assessore
PASUT;ATTIMIS;Assessore
POIANA;ATTIMIS;Assessore
PIZZAMIGLIO;BAGNARIA ARSA;Sindaco
FELCHER;BAGNARIA ARSA;Vicesindaco
FURLAN;BAGNARIA ARSA;Assessore
PELLIZZARI;BAGNARIA ARSA;Assessore
PIN;BAGNARIA ARSA;Assessore
TIUSSI;BAGNARIA ARSA;Assessore
DEL;BASILIANO;Sindaco
BALDINI;BASILIANO;Assessore
COPETTI;BASILIANO;Assessore
DONATO;BASILIANO;Assessore
OLIVO;BASILIANO;Assessore
VENIR;BASILIANO;Assessore
VISCARDIS;BERTIOLO;Sindaco
FOSCHIA;BERTIOLO;Assessore
GRI;BERTIOLO;Assessore
MORELLI;BERTIOLO;Assessore
ZANCHETTA;BERTIOLO;Assessore
TURELLO;BICINICCO;Sindaco
DENTESANO;BICINICCO;Vicesindaco
BOLZON;BICINICCO;Assessore
ROVERE;BICINICCO;Assessore
COLOMBA;BORDANO;Sindaco
FORGIARINI;BORDANO;Assessore
PIAZZA;BORDANO;Assessore
PICCO;BORDANO;Assessore
PEZZETTA;BUJA;Sindaco
ZONTONE;BUJA;Vicesindaco
GUERRA;BUJA;Assessore
LIZZI;BUJA;Assessore
PICCOLI;BUJA;Assessore
SPIZZO;BUJA;Assessore
BASSI;BUTTRIO;Sindaco
CLEMENTE;BUTTRIO;Assessore
LORUSSO;BUTTRIO;Assessore
VENTURINI;BUTTRIO;Assessore
